tokens,label
đẹp shop khen_váy đẹp_chất chê đẹp không tả nổi mặc tôn_dáng nha_ưng hà ủng_hộ shop tiêp,POS
size giao size size,NEU
chủ shop nch dễ_thương,POS
săn deal bao_bì đẹp ngòi_bút ổn mực bay màu mảng,NEU
hàng chất_lượng sản_phẩm kém,NEG
key_kích hoạt_online web cua microsoft shop uy_tín,POS
chất_lượng sản_phẩm ok tư_vấn nhiệt_tình đầu mua quần_áo onl ưng god,POS
đẹp xentimet,POS
hàng ok đẹp lắm,POS
mua c_lận shop,POS
shop phục_vụ quần không hình,NEU
vải hơi mỏng shop nha,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp giao hàng tiền,POS
chất_lượng sản_phẩm kém vải mỏng không form vô vái thùng vây giao hàng chậm,NEG
siêu đẹp lun,POS
đóng_gói sản_phẩm đẹp chất_lượng chư shop,POS
chất_lượng cùi nhầy,NEG
sản_phẩm đẹp,POS
hang không hình chất_liệu cực chán,NEG
size sản_phẩm không hề size bắt size,NEG
shop đóng_gói cẩn_thận sổ đẹp,POS
đường may ổn,POS
móc khóa mềm va_chạm chút gãy mấy ạk,NEG
sản_phẩm dễ_thương cực,POS
tạm,POS
giao hàng chất_lượng sản_phẩm tuyệt_vờin,POS
tiền mỏng nhẹ mát mặc,POS
bad,NEG
giao hàng chất_lượng giá_cả,POS
giày kém,NEG
áo mặc dáng đẹp,NEU
túi vết bẩn chát_lượng ổn giá,NEU
túi hầu_như không ngửi mùi ah,POS
mau trôi,NEU
ý_định mua liên_lạc shop kỹ màu trg_hợp không hài_lòng màu,NEG
sản_phẩm ok lắm,POS
tay_áo rộng dã_man không sửa,POS
áo đẹp,POS
shop gói hàng xịn,POS
tiếc màu xanh giao màu hồng,POS
màu mẫu qc,POS
vải thô_hơi cứng,NEG
shop dễ_thương,POS
hàng đẹp nàng,POS
váy y_hình,POS
đôi màu đen,NEU
len thô_wa màu xấu không hình,NEG
chất ok,POS
siu xink lun,POS
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền,POS
shop dễ_thương sẵn_lòng đổi size giầy,POS
vỏ gối may hơi lởm_khởm tí giá tiền ok,NEU
áo đẹp lắm,POS
ủng_hộ shop,POS
không lắm mẫu gốc ưng_ý áo,POS
đẹp mặc ok,POS
mua tiếp shop mẫu,POS
may không,POS
áo ưng lắm nha_shop khách_hàng ủng_hộ,POS
chất_lượng sản_phẩm tuyệt_vời áo đẹp_shop phục_vụ đóng_gói sản_phẩm đẹp,POS
shop thái_độ phục_vụ sản_phẩm_chất bt,POS
túi áo rộng vải ổn giá tiền,NEU
sim xài bắt yếu_xìu nhắn_tin mesenger không lướt facebok instagram youtube thất_vọng shop,NEG
chụp ảnh fedback shop,POS
hot ủng_hộ shop tiếp,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp mặc,POS
màu hồng giao màu_da,NEG
đóng_gói sản_phẩm đẹp chất hơi cứng,POS
lớp nỉ hơi mỏng,NEG
đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời shop phục_vụ tiền giao hàng giao hàng,POS
son_tốt,POS
mn mua,POS
sản_phẩm áo_đẹp tả_chất vải đẹp màu đẹp form đẹp,POS
chat luog ổn giao hàng,POS
rách,NEG
sờ mềm mịn,POS
đẹp lắm tội_kích_thước cổ_giầy cố_định xỏ chân hơi form hơi nhỏ_shop phục_vụ,POS
chất_lượng sản_phẩm tuyệt_vời áo đep mặc màu đep_shop phục_vụ giao hàng,POS
màu_sắc_đẹp chất_liệu dày_dặn tạm,POS
shop dễ_thương lắm,POS
hàng hình,POS
gói hàng giao shop,POS
mua đẹp chị_gái,POS
kèm ảnh hàng_không hình,NEU
shop nhiệt_tình tư_vấn khách_hàng,POS
áo size chật đo shop hướng_dẫn mẫu_mã chấp_nhận,NEU
size hơi,NEG
áo đẹp lắm nha,POS
tiền tiền shop phục_vụ,POS
nhắn_tin shop gửi tn báo lỗi,NEG
đánh_giá_cả ủng_hộ dài_dài,POS
chất_lượng sản_phẩm tuyệt_vời áo đen không đẹp,POS
hàng áo_khoác len_dạng dây kéo,POS
giao hàng đóng_gói túi nilon rách,POS
hàng_không hình,NEG
đường may không cẩn_thận lỗi,NEG
sản_phẩm kg chất vải tạm giống_hình không long_lanh hình,NEG
màu_da giao màu hồng,NEG
sản_phẩm dễ_thương,POS
gói hàng kỹ tặng quà,POS
áo đẹp lắm nha mn,POS
sản phầm tương_đối hình,POS
giao sai đơn hàng shop liên_hệ,NEU
nhiệt_tình chủ shop,POS
đẹp chê,POS
ren mềm đẹp dây áo_dài tôn ngực lắm,POS
yumy yumy,POS
fom rộng chất đẹp mát,POS
shop giao hàng siêu sữa chất_lượng ủng_hộ shop,POS
shop gửi nhầm mùi ah,NEG
shope shop gọi điện nhưn không hứa trao_đổi không hợp_lý tặng shop,NEG
vải mỏng shop giao hàng không đối_chiếu đơn hàng khách_hàng giao không size,NEG
đầm vải mịn đẹp form_dáng đẹp lắm,POS
đồ đẹp size nhân_viên giao hàng dễ_thương shop tư_vấn nhiệt_tình,POS
chữ in hơi tê,NEU
vải đẹp hàng y_hình,POS
iu shop sợ,POS
shop hàng áo len_mỏng chất_lượng không hình,NEG
hàng_không mẫu,NEG
hình_ảnh hộp gửi không hộp nhắn_tin shop trả_lời không chụp ảnh quảng_cáo shop hộp im_lặng không nhắn_tin màu đen màu cũ cũ_ý,POS
sản_phẩm đẹp shop giao hàng hôm hôm,POS
hàng nâu_cam hình_ảnh quảng_cáo xám cam,NEG
hag đẹp hjh áo_chất ren mềm mac nhẹ thjch lắm,POS
đàm đẹp,POS
áo trật,NEG
hình_ảnh hàng giao đăng,NEG
màu không hình,NEG
áo không dẹp xấu,NEG
son mịn_mướt màu chuẩn màu mùi thơm_nhẹ kẹo dâu_ưng lắm,POS
măc xù lông,NEG
khăn mỏng khg hình,NEG
mùi thơm dễ_chịu,POS
giao hàng hàng hình_mặc ấm,POS
tiền vận_chuyển đắt hồi thui,POS
dây kéo không thẳng,NEU
len hơi khô_hồ không mềm,NEG
,POS
váy ổn,POS
hàng tệ,NEG
áo mỏng_nha,NEU
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền giao hàng giao hàng chỗ dính trắng trắng không túi đẹp shop,POS
cám ơn shop,POS
chất thô cứng mặc_ngứa khó_chịu,NEG
chất_lượng sản_phẩm kém giá_cả chấp_nhận giao hàng,NEU
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp món quà shop,POS
hỏng,POS
áo tạm,POS
chủ nhiệt_tình,POS
giao hàng hơi chậm chất_lượng,POS
chất_lượng sản_phẩm tuyệt_vời đẹp shop,POS
chất_lượng sản_phẩm đóng_gói sản_phẩm giao hàng tạm,POS
quần to,NEG
tem mác đầy_đủ đóng_gói cẩn_thận mua sạc dự_phòng shop yên_tâm,POS
chất đẹp kiểu_dáng ok,POS
mũ hơi rộng đội không ôm đầu lắm ổn,POS
chất_lượng,POS
chat luong san_pham tot,POS
ủng_hộ dài_dài,POS
đóng_gói sản_phẩm đẹp kĩ,NEG
đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp giao hàng,POS
áo mềm mịn form hơi,POS
áo màu không hình_form,NEG
giao hàng tinh_dầu thơm lắm,POS
áo xinh vải đẹp,NEU
vải ok gọng cứng,POS
giao hàng tốc_độ tên_lửa,POS
giá êm,POS
chất_lượng giá tiền ngực to mặc đẹp,POS
nhắn_tin đọc không thèm trả_lời,NEG
vai cứng_mac không eo,NEG
áo đẹp lắm màu hình from_chuẩn,POS
đẹp lun,POS
chất_lượng sản_phẩm tuyệt_vời cb hàng,NEU
áo đẹp dễ_chịu,POS
chủ mẹ không ưng không mua ngại_nha không nha hài_lòng sản_phẩm,POS
lan màu,NEG
mua hôm_nay ngày_ngày_mai shop flash giảm_giá,NEU
tạm đk soi phút nóng,NEU
chất_lượng sản_phẩm kém đóng_gói sản_phẩm kém không tiền shop phục_vụ kém,NEG
giặt mặc mak mak bug dãn len_đứt máy sợi thun từa lưa,NEG
ủng_hộ lâu_dài,POS
hàng shop đẹp fom ok chuẩn size mặc năng_động dễ_thương,POS
vãi dày from đẹp,POS
sản_phẩm ok bàn_phím tiện_dụng,POS
noi tom lai xau_hon hinh,NEG
shop,POS
dạng bọt tốn không,NEG
quan short không co tui nhu_shop giới thieu,NEG
áo đẹp vải dày lắm y_hình sợ đẹp hình,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền giao hàng nhing chug ổn,POS
áo đẹp tjme giao hàng shop ti_vấn nhiệt_tình,POS
hộp đựng giày không tiền,POS
tiền phí vận_chuyển hơi đắt,NEG
ủng_hộ shop,POS
giao hàng chậm,NEG
quần áo ok tiền chất_lượng sản_phẩm tuyệt_vời,POS
gà miếng to,POS
chất_lượng sản_phẩm tuyệt_vời hơi ngắn hình,NEU
vận_chuyển,POS
chất_lượng ổn giá tiền,POS
sản_phẩm,POS
hàng giao nhanh_chóng,POS
mua đồ shop cưng,POS
đằng xong phủi,NEG
hơi thất_vọng tí,NEG
hợp_lý giá tiền,POS
ok lắm lắm giao hàng,POS
ao xâu chat_liệu thun giả_jean không phai vải jaen hang lỗi không tiền,NEG
rộng size,NEG
tiền vải đẹp,POS
giao hàng,POS
chất vải xấu shop,NEG
gói hàng dơ móp méo,NEG
áo bề ngang rộng bé béo phì nặng_shop may bé xíu shop,NEG
mua màu be hàng màu_mỡ gà,NEG
màu xinh_xắn chất mềm không bóng bóng,POS
bọc hàng cẩn_thận giao hàng chủ shop nhiệt_tình,POS
áo sơ_mi đen không rộng hình mặc trông gầy vải không đẹp lắm,NEG
fom đẹp hơi mỏng giao hàng,POS
size hơi rộng,NEU
chất_lượng sản_phẩm kém chất vải không hình,NEG
hàng chất_lượng giá tiền,POS
ủg hộ shop,POS
hàng,POS
cân_nhắc mua,NEG
sản_phẩm đẹp tiền,POS
mua quần_áo shope ấn_tượng shop đóng_gói không shop váy áo gấp tử_tế,POS
đen trắng,POS
san pham,POS
chất_lượng sản_phẩm tuyệt_vời ưng lắm shop,POS
hình thêu đẹp lắm hình_như size áo áo đẹp,NEU
,NEG
áo nhăn,NEG
không cọ_nồi kĩ không,NEU
chất_lượng sản_phẩm tạm hơi mỏng,POS
shop tâm,POS
chất_lượng sản_phẩm tốt_shop tư_vấn nhiệt_tình,POS
tiếp_bộ,POS
tặng shop nha,POS
yên_tâm đặt_hàng,POS
rat hai long ve spham,POS
tặng mask,POS
quần hình_chất đẹp,POS
không tiền hàng giao không hình,NEG
hàng đồ đẹp lắm tiền phí tiền phí tiền đồ shop đóng_góp kiếm phí kiểu dám mua,NEU
đat mau_xanh giao màu hồng vải không,NEG
giao hàng ưng_ý quần túi from đẹp mh kg mặc quần_topshop size_l hơi rộng_xíu mua hàng size size,POS
giày đẹp mấy cm shop chất_lượng sản_phẩm tuyệt_vời tiền giao hàng,POS
mua mua thất_vọng,NEG
làm_ăn kiểu bố_láo,NEG
tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời,POS
quần đẹp lắm,POS
đóng_gói sản_phẩm đẹp sản_phẩm y_hình,POS
mua váy shop mặc thanh_lý mấy đứa quê,NEG
áo đẹp,POS
chất_lượng,POS
tắm_gội không lắm,NEG
nữ chất đẹp giá rẻ tiền,POS
giao hàng vải min tạm tội_đồ rộng kg mặc không rộng,POS
đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời sản_phẩm ok_shop phục_vụ cám_ơn shop,POS
shop_sao áo đẹp giao hàng nhanh_chóng,POS
chất bộ_nỉ mỏng,NEG
áo đẹp,POS
vải đẹp cực_kỳ,POS
lắm lắm,POS
hàng giao móc mán_tai mua vận_chuyển vn post giao hàng hộp lẫn hộp đựng sản_phẩm đe xẹp_lép tệ_xét sản_phẩm chất_lượng ok giá tiền,POS
san pham không giong hang da dat vi_the mua tren luon,NEG
chấm_tâm hàng chủ shop,POS
minh mua cai_chat luong ghe vai rat miem ngày_mai va_rat miem cam_ao la thich lien chat luong tuyet_lam,POS
vãi đẹp form chuẩn,POS
mua thíc,POS
chất_liệu hình,NEG
chủ_shop dễ_thương lắm nha sợ mua mất_phí vận_chuyển tội_nghiệp em_gái tỉnh tư_vấn nhiệt_tình giao hàng chim bay đóng_gói cẩn_thận ủng_hộ shop dài_dài iu chủ hi,POS
,POS
chất_lượng sản_phẩm tuyệt_vời tuyệt_nga chủ_shop siêu_siêu siêu_đáng êu ủng_hộ dài_dài nga,POS
áo đẹp giao_lau,NEG
mẫu_mã đóng_gói không,POS
chất vải đẹp hàng y_hình giá rẻ,POS
,NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp cừ may ủng_hộ tiếp,POS
tay_áo,NEG
mài hai mài,NEG
hàng đẹp ủng_hộ tiếp,POS
không hình_chán,NEG
,POS
màu xanh than không tím than,NEG
thích_chất màu trắng,POS
sản_phẩm đóng_gói sơ_sài chất_lượng hàng_không,NEG
hàng lỗi đề_nghị shop_đổi hàng nhắn_tin hàng lỗi không chấp_nhận hàng giao lỗi giao đế giày củ chổ sữa_thị lỗi nhắn_tin shop mong_shop đổi đôi,POS
shop,POS
chim_ưng giá_cả hợp_lý mặc nha,POS
hình tiền,POS
túi méo_mó buồn mặc_dù túi đẹp y_như hình,NEG
mua size áo size xl,NEG
kg mặc,POS
tạm đóng_gói sản_phẩm đẹp,POS
chất sơn in áo không đẹp,NEG
fedback ảnh ưng tiêu_chí chất_lượng bổ rẻ,POS
giao hàng,NEG
great,POS
chủ shop nhiệt_tình chất_lượng,POS
quảng_cáo chất vải không nhăn lừa,NEG
phục_vụ khách_hàng sản_phẩm không ưng_shop sẵn_sàng đổi hàng làm_việc,POS
vải đẹp tiền,POS
không ưng lắm,NEG
form chật không tiền,NEG
áo form cực yêu chất_lượng ổn màu_sắc_đẹp,POS
shop phục_vụ giao_lộn hàng chỉ_vị shop nhiệt_tình giải_quyết tương_đối hài_lòng mong_shop đừng lộn,NEU
túi mềm đẹp rộng đk đồ đóng_gói sản_phẩm đẹp,POS
mong chủ shop lưu_ý,POS
hàng đẹp_mẫu cực_kì,POS
dấu_hiệu pin sữ_dụng,NEG
giao hàng tiền shop phục_vụ tiền,POS
nữ_chất đẹp,POS
shop tư_vấn ok,POS
giao hàng giao hàng tạm,NEU
tuyệt_vời xuất_sắc tôn_dáng cực_kì,POS
shop giao hàng hàng ưng_ý lắm,POS
tệ không quảng_cáo,NEG
khăn đẹp xịn mịn,POS
giao hàng sản_phẩm không hình số_lượng,POS
chất_lượng sản_phẩm tạm giá_cả chấp_nhận,POS
đẹp lắm shop chất_lượng sản_phẩm tuyệt_vời,POS
áo đẹp,POS
chất_lượng sản_phẩm kém kh giong_hình mỏng_tanh,NEG
màu trắng_ngà không trắng hình,NEG
chất_lượng sản_phẩm tệ không shop mô_tả không giống_hình video,NEG
dầu gội thơm mùi dễ_chịu xong cảm_giác tóc khô cứng bết,NEU
hốt cùg shop trươc mua đầm_cam ưng_ý vải ổn form đẹp vote_sao shop nhiệt_tình tư_vấn,POS
shop giao nhầm màu,NEU
sản_phẩm giống_hình size size shop thông_báo,POS
sạch_sẽ,POS
đóng_gói sản_phẩm tạm giá_cả chấp_nhận giao hàng,POS
hàng_không đẹp lắm hình,NEG
triệu like,POS
áo đẹp lắm,POS
đóng_gói sản_phẩm tạm,NEG
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp đóng_gói sản_phẩm đẹp tiền,POS
ưng chỗ cỗ tay_áo viền vải,POS
chất_lượng sản_phẩm tuyệt_vời vải mịn lắm giao hàng,POS
chat shop không trả_lời,NEG
mua tiếp,POS
chất_lượng sản_phẩm tuyệt_vời tiền giao hàng chậm,POS
hàng đẹp chất vải mềm mịn,POS
tiếp_nhận đơn hàng vận_chuyển cực,POS
from rộng ok,POS
giao hàng nhanh_shop phục_vụ,POS
chất_liệu cứng không mô_tả giao mẫu đăng,NEG
ưng đầu,POS
giao hàng giá chất vải dày ok,POS
chất vải đẹp giao hàng siêu,POS
đóng_gói hàng cẩn_thận chuẩn hàng hãng,POS
giá giảm_giá mua mua nguyên_giá phí tiền,NEG
kg xl không kéo,POS
hàng chất lg đẹp vải mặc_thích đóng_gói sản_phẩm đẹp tiền giao hàng,POS
giao hàng tiền tiền tiền tiền tiền shop phục_vụ tốt_shop phục_vụ tốt_shop phục_vụ tốt_shop phục_vụ tốt_shop phục_vụ tốt_shop phục_vụ tốt_shop phục_vụ tốt_shop phục_vụ tốt_shop phục_vụ,POS
ủng_hộ sho,POS
giao không,NEG
váy màu đậm mặc chóe,NEG
cay,NEU
tất_cao cổ,NEG
hàng_không mong_đợi,NEG
ncl mặt_hàng ok,POS
chất_lượng giòn giòn_hợp khẩu_vị lắm,POS
ổn giá tiền áo_hơi dài_shop phục_vụ,POS
áo đẹp ngực lỗi hơi phồng may xíu tiền chất_lượng sản_phẩm tuyệt_vời,POS
hàng cám_ơn shop,POS
áo size giao nhầm may mặc thoải_mái,NEU
hàng size không,NEG
from đẹp vải hơi mỏng,POS
sai size,POS
chất_lượng sản_phẩm tuyệt_vời giao sai màu shop đổi,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền giao hàng giao hàng giao hàng giao hàng giao hàng giao hàng,POS
giao hàng chậm,NEG
shop dễ_thương ủng_hộ,POS
màu xanh shop giao màu trắng,NEG
duoc chat luọng không dáng tien,NEG
tiếc không size,POS
áo đẹp màu đẹp tay_áo hơi bắp_tay to mặc hơi chật tay_áo ak,NEU
áo đẹp dây kéo không lắm kéo xong hư mata tiêu,NEU
cân_nhắc mua,NEG
giao hàng chậm không tiền không tiền,NEG
giá hi_vọng shop cải_thiện vải mỏng nhẹ_thoáng mát mùa mặc hơi nóng,NEU
sơmi đẹp lắm,POS
cổ áo_bản cổ to,NEG
dặn không gấp hộp gấp hộp hộp méo nhầm size nhầm mẫu,NEG
vải cứng không thấm hút,POS
chất_lượng sản_phẩm tạm giá_cả chấp_nhận giao hàng,NEU
giao hàng chất_lượng tạm ổn,NEU
chất_lượng sản_phẩm tuyệt_vời shop phục_vụ đóng_gói sản_phẩm đẹp tiền giao hàng,POS
chất vải hình_in đẹp centimet,POS
váy đẹp,POS
đẹp giá,POS
tiền tiền giao hàng,POS
màu nhạt chất vải dày_dặn form đẹp,POS
giao hàng shop_bổ xung_đơn kịp_thời chop ahop,POS
kiểu_dáng màu_sắc_đẹp đóng_gói sản_phẩm đẹp,POS
hàng áo đẹp mềm mát,POS
hàng rẻ shop trả_lời nhanh_nha,POS
thanks shop,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền sản_phẩm đẹp,POS
sản_phẩm hình_ảnh chất_lượng,POS
son đẹp da không trắng đánh ok lắm,POS
áo đẹp hài_lòng giao hàng,POS
nguười,POS
shop ban hang cu da qua_su hang không co_tem không co_nguon goc_ro rang không voi_mo ta nhung không chiu doi_tra hang khach moi khieu nai cua khach deu bi_huy bo_khach mua cai_nhung không co cai_nao co_tem va cai_nao cung_bi nhet het,NEG
chất quần,POS
vải mỏng mát,POS
thất_vọng shop_lừa gửi hàng chất không hình mua không,NEG
không thơm,NEG
chất_lượng kính không lắm bám vây rít,NEG
chất_lượng sản_phẩm tốt_vời shop phục_vụ,POS
đóng_gói sản_phẩm đẹp không hộp kính,POS
mặc nhăn nhàu,NEG
mặc tạm ok,NEU
chất_liệu bt,NEU
áo chất,POS
